x-axis,2
second,Volt
-999.87E-06,-63.47450E-03
-998.87E-06,-60.67002E-03
-997.87E-06,-58.23163E-03
-996.87E-06,-55.37545E-03
-995.87E-06,-52.80027E-03
-994.87E-06,-50.35505E-03
-993.87E-06,-47.74208E-03
-992.87E-06,-45.15097E-03
-991.87E-06,-42.84066E-03
-990.87E-06,-40.44193E-03
-989.87E-06,-37.75845E-03
-988.87E-06,-35.22157E-03
-987.87E-06,-32.88378E-03
-986.87E-06,-30.30236E-03
-985.87E-06,-28.00754E-03
-984.87E-06,-25.45253E-03
-983.87E-06,-23.02769E-03
-982.87E-06,-20.52001E-03
-981.87E-06,-18.32891E-03
-980.87E-06,-16.15568E-03
-979.87E-06,-13.46731E-03
-978.87E-06,-11.50512E-03
-977.87E-06,-9.04974E-03
-976.87E-06,-6.99640E-03
-975.87E-06,-4.71676E-03
-974.87E-06,-2.37157E-03
-973.87E-06,-105.47E-06
-972.87E-06,+1.98605E-03
-971.87E-06,+4.23694E-03
-970.87E-06,+6.62095E-03
-969.87E-06,+8.62690E-03
-968.87E-06,+10.59066E-03
-967.87E-06,+12.83837E-03
-966.87E-06,+15.35141E-03
-965.87E-06,+17.36006E-03
-964.87E-06,+19.30572E-03
-963.87E-06,+21.79995E-03
-962.87E-06,+23.74811E-03
-961.87E-06,+25.81395E-03
-960.87E-06,+28.04590E-03
-959.87E-06,+30.41148E-03
-958.87E-06,+31.81195E-03
-957.87E-06,+34.14822E-03
-956.87E-06,+36.47797E-03
-955.87E-06,+38.47816E-03
-954.87E-06,+40.19103E-03
-953.87E-06,+42.84974E-03
-952.87E-06,+44.35593E-03
-951.87E-06,+46.50190E-03
-950.87E-06,+48.54470E-03
-949.87E-06,+50.37659E-03
-948.87E-06,+52.32019E-03
-947.87E-06,+54.61477E-03
-946.87E-06,+56.03019E-03
-945.87E-06,+58.31252E-03
-944.87E-06,+60.29502E-03
-943.87E-06,+62.29372E-03
-942.87E-06,+64.25716E-03
-941.87E-06,+66.10353E-03
-940.87E-06,+68.01405E-03
-939.87E-06,+70.01205E-03
-938.87E-06,+71.87915E-03
-937.87E-06,+73.75140E-03
-936.87E-06,+75.65393E-03
-935.87E-06,+77.65857E-03
-934.87E-06,+79.08258E-03
-933.87E-06,+81.12482E-03
-932.87E-06,+83.13669E-03
-931.87E-06,+84.86556E-03
-930.87E-06,+86.27129E-03
-929.87E-06,+88.18079E-03
-928.87E-06,+89.85936E-03
-927.87E-06,+91.74656E-03
-926.87E-06,+93.73469E-03
-925.87E-06,+95.54174E-03
-924.87E-06,+96.95311E-03
-923.87E-06,+99.14082E-03
-922.87E-06,+100.95142E-03
-921.87E-06,+102.60625E-03
-920.87E-06,+104.39060E-03
-919.87E-06,+106.29053E-03
-918.87E-06,+108.05096E-03
-917.87E-06,+109.88618E-03
-916.87E-06,+111.16660E-03
-915.87E-06,+113.56145E-03
-914.87E-06,+114.94037E-03
-913.87E-06,+116.95779E-03
-912.87E-06,+118.52117E-03
-911.87E-06,+120.12632E-03
-910.87E-06,+121.92159E-03
-909.87E-06,+123.61133E-03
-908.87E-06,+125.43063E-03
-907.87E-06,+126.74722E-03
-906.87E-06,+128.89396E-03
-905.87E-06,+130.60105E-03
-904.87E-06,+132.43675E-03
-903.87E-06,+134.03235E-03
-902.87E-06,+135.28969E-03
-901.87E-06,+136.94166E-03
-900.87E-06,+139.14473E-03
-899.87E-06,+140.81344E-03
-898.87E-06,+142.54310E-03
-897.87E-06,+144.31413E-03
-896.87E-06,+145.72631E-03
-895.87E-06,+148.11017E-03
-894.87E-06,+149.16095E-03
-893.87E-06,+151.27446E-03
-892.87E-06,+152.86078E-03
-891.87E-06,+154.44633E-03
-890.87E-06,+156.36925E-03
-889.87E-06,+157.88603E-03
-888.87E-06,+159.49813E-03
-887.87E-06,+161.27463E-03
-886.87E-06,+162.61905E-03
-885.87E-06,+164.39904E-03
-884.87E-06,+166.50732E-03
-883.87E-06,+168.43925E-03
-882.87E-06,+169.84183E-03
-881.87E-06,+171.82273E-03
-880.87E-06,+173.75344E-03
-879.87E-06,+175.47081E-03
-878.87E-06,+177.53626E-03
-877.87E-06,+179.46838E-03
-876.87E-06,+181.06633E-03
-875.87E-06,+182.76323E-03
-874.87E-06,+184.24918E-03
-873.87E-06,+186.42711E-03
-872.87E-06,+188.24526E-03
-871.87E-06,+190.00356E-03
-870.87E-06,+191.92350E-03
-869.87E-06,+193.68073E-03
-868.87E-06,+195.38022E-03
-867.87E-06,+197.01697E-03
-866.87E-06,+198.97383E-03
-865.87E-06,+201.06675E-03
-864.87E-06,+202.61598E-03
-863.87E-06,+204.69555E-03
-862.87E-06,+206.31558E-03
-861.87E-06,+208.31124E-03
-860.87E-06,+210.03809E-03
-859.87E-06,+211.93733E-03
-858.87E-06,+213.51882E-03
-857.87E-06,+215.72661E-03
-856.87E-06,+217.77007E-03
