x-axis,1,2
second,Volt,Volt
-999.87E-06,+155.16585E-03,-9.99725322E+00
-998.87E-06,+158.61500E-03,-9.99694416E+00
-997.87E-06,+161.07807E-03,-9.99576326E+00
-996.87E-06,+163.88128E-03,-9.99337132E+00
-995.87E-06,+167.20555E-03,-9.99781604E+00
-994.87E-06,+170.20355E-03,-9.99756479E+00
-993.87E-06,+173.49430E-03,-9.99676702E+00
-992.87E-06,+176.68777E-03,-9.99402964E+00
-991.87E-06,+179.54265E-03,-9.99690772E+00
-990.87E-06,+182.72551E-03,-10.00011371E+00
-989.87E-06,+185.18792E-03,-9.99818925E+00
-988.87E-06,+188.11933E-03,-9.99533982E+00
-987.87E-06,+191.20044E-03,-9.99530841E+00
-986.87E-06,+193.60250E-03,-9.99666910E+00
-985.87E-06,+196.40270E-03,-9.99547808E+00
-984.87E-06,+199.49064E-03,-9.99749178E+00
-983.87E-06,+202.02089E-03,-9.99632363E+00
-982.87E-06,+205.11180E-03,-9.99759865E+00
-981.87E-06,+208.02461E-03,-9.99957123E+00
-980.87E-06,+210.82714E-03,-9.99701944E+00
-979.87E-06,+213.99135E-03,-9.99701701E+00
-978.87E-06,+217.05501E-03,-9.99727188E+00
-977.87E-06,+219.75703E-03,-9.99725196E+00
-976.87E-06,+223.25498E-03,-10.00046818E+00
-975.87E-06,+225.88880E-03,-9.99464638E+00
-974.87E-06,+229.00353E-03,-9.99764156E+00
-973.87E-06,+231.84502E-03,-9.99725196E+00
-972.87E-06,+233.78537E-03,-9.99360756E+00
-971.87E-06,+236.55780E-03,-9.99645168E+00
-970.87E-06,+239.54528E-03,-9.99544902E+00
-969.87E-06,+242.14458E-03,-9.99277705E+00
-968.87E-06,+245.36810E-03,-9.99441140E+00
-967.87E-06,+248.09549E-03,-9.99595270E+00
-966.87E-06,+250.43911E-03,-9.99217561E+00
-965.87E-06,+253.55027E-03,-9.99471034E+00
-964.87E-06,+256.26523E-03,-9.99693555E+00
-963.87E-06,+258.41785E-03,-9.99271189E+00
-962.87E-06,+261.32088E-03,-9.99617946E+00
-961.87E-06,+264.09815E-03,-9.99365527E+00
-960.87E-06,+266.26710E-03,-9.99562344E+00
-959.87E-06,+268.93162E-03,-9.99363783E+00
-958.87E-06,+271.58940E-03,-9.99263629E+00
-957.87E-06,+274.01845E-03,-9.99412177E+00
-956.87E-06,+276.91078E-03,-9.99459749E+00
-955.87E-06,+279.57042E-03,-9.99532100E+00
-954.87E-06,+282.39269E-03,-9.99293063E+00
-953.87E-06,+285.74063E-03,-9.99590032E+00
